index,Consumption,Solar,Wind
2020-01-03T22:00:00.0,23.60074667,0,30.97
2020-01-03T23:00:00.0,27.40675556,0,20.4
2020-01-04T00:00:00.0,21.82396222,0,41.54
2020-01-04T01:00:00.0,24.11947111,0,33.41
2020-01-04T02:00:00.0,20.45657111,0,20.43
2020-01-04T03:00:00.0,21.67259778,0,1.69
2020-01-04T04:00:00.0,18.31084778,0,0.39
2020-01-04T05:00:00.0,19.47628667,0,3.76
2020-01-04T06:00:00.0,15.90805556,0,7.47
2020-01-04T07:00:00.0,21.16421111,0,10.27
2020-01-04T08:00:00.0,28.25478444,0,3.04
2020-01-04T09:00:00.0,30.17058444,0,20.25
2020-01-04T10:00:00.0,18.36061556,0,1.24
2020-01-04T11:00:00.0,16.50783556,0,8.26
2020-01-04T12:00:00.0,15.67866333,0,16.22
2020-01-04T13:00:00.0,23.51714667,0,40.84
2020-01-04T14:00:00.0,23.68756444,0,22.58
2020-01-04T15:00:00.0,28.88090222,0,18.18
2020-01-04T16:00:00.0,24.31304889,0,20.15
2020-01-04T17:00:00.0,56.17278222,0,19.84
2020-01-04T18:00:00.0,38.29769778,0,27.46
2020-01-04T19:00:00.0,25.83028444,0,17.56
2020-01-04T20:00:00.0,17.34822222,0,1.42
2020-01-04T21:00:00.0,20.27384667,0,0
2020-01-04T22:00:00.0,22.76797778,0,0
2020-01-04T23:00:00.0,21.41662,0,124.26
2020-01-05T00:00:00.0,18.51679889,0,107.91
2020-01-05T01:00:00.0,22.27895556,0,103.95
2020-01-05T02:00:00.0,21.1146,0,120.3
2020-01-05T03:00:00.0,20.59166667,0,152.53
2020-01-05T04:00:00.0,18.04007667,0,66.04
2020-01-05T05:00:00.0,16.39392222,0,43.83
2020-01-05T06:00:00.0,23.85093556,0,86.04
2020-01-05T07:00:00.0,26.4924,0,67.49
2020-01-05T08:00:00.0,22.53776,0,42.83
2020-01-05T09:00:00.0,21.67478222,0,64.01
2020-01-05T10:00:00.0,20.85114444,0,68.92
2020-01-05T11:00:00.0,16.97226333,0,39.92
2020-01-05T12:00:00.0,18.84594,0,53.63
2020-01-05T13:00:00.0,37.70091556,0,62.51
2020-01-05T14:00:00.0,37.41676,0,41.3
2020-01-05T15:00:00.0,19.50105111,0,58.29
2020-01-05T16:00:00.0,22.45017778,0,23.51
2020-01-05T17:00:00.0,19.27287778,0,33.27
2020-01-05T18:00:00.0,23.47798222,0,20.51
2020-01-05T19:00:00.0,42.10628889,0,18.2
2020-01-05T20:00:00.0,21.83612667,0,4.92
2020-01-05T21:00:00.0,17.71326111,0,0
2020-01-05T22:00:00.0,19.84260444,0,0
2020-01-05T23:00:00.0,17.30579111,0,0
2020-01-06T00:00:00.0,14.6898,0,0
2020-01-06T01:00:00.0,16.46444,0,1.28
2020-01-06T02:00:00.0,16.47433222,0,6.57
2020-01-06T03:00:00.0,18.84963556,0,0
2020-01-06T04:00:00.0,16.71443444,0,0
2020-01-06T05:00:00.0,13.86002333,0,0
2020-01-06T06:00:00.0,13.38950222,0,0
2020-01-06T07:00:00.0,20.62892,0,0
2020-01-06T08:00:00.0,18.24514667,0,0
2020-01-06T09:00:00.0,21.41868,0,0
2020-01-06T10:00:00.0,17.86776111,0,0
2020-01-06T11:00:00.0,14.83766111,0,0
2020-01-06T12:00:00.0,16.15303556,0,0.48
2020-01-06T13:00:00.0,18.24635667,0,1.49
2020-01-06T14:00:00.0,17.00623,0,0
2020-01-06T15:00:00.0,23.90998444,0,0
2020-01-06T16:00:00.0,16.67433222,0,0
2020-01-06T17:00:00.0,14.98817556,0,0
2020-01-06T18:00:00.0,27.86361556,0,0
2020-01-06T19:00:00.0,52.26704889,0,0
2020-01-06T20:00:00.0,23.32602,0,0
2020-01-06T21:00:00.0,22.83580889,0,0
2020-01-06T22:00:00.0,18.75030444,0,0
2020-01-06T23:00:00.0,14.36609667,0,14.72
2020-01-07T00:00:00.0,11.99420444,0,15.31
2020-01-07T01:00:00.0,17.52925444,0,9.61
2020-01-07T02:00:00.0,14.90681556,0,12.55
2020-01-07T03:00:00.0,17.29455667,0,34.86
2020-01-07T04:00:00.0,17.35140667,0,1.97
2020-01-07T05:00:00.0,12.41668556,0,6.85
2020-01-07T06:00:00.0,14.26803222,0,4.57
2020-01-07T07:00:00.0,21.13824222,0,8.12
2020-01-07T08:00:00.0,19.34087778,0,13.69
2020-01-07T09:00:00.0,22.20146,0,33.63
2020-01-07T10:00:00.0,18.76442444,0,11.35
2020-01-07T11:00:00.0,16.25749556,0,26.09
2020-01-07T12:00:00.0,12.56768222,0,13.38
2020-01-07T13:00:00.0,17.92244111,0,4.85
2020-01-07T14:00:00.0,18.67131556,0,40.51
2020-01-07T15:00:00.0,17.34723333,0,0.91
2020-01-07T16:00:00.0,17.63575222,0,3.62
2020-01-07T17:00:00.0,22.00347556,0,8.17
2020-01-07T18:00:00.0,19.79029333,0,10.79
2020-01-07T19:00:00.0,48.59964,0,0
2020-01-07T20:00:00.0,36.74792222,0,0
2020-01-07T21:00:00.0,24.24691556,0,0
2020-01-07T22:00:00.0,23.81320667,0,0
2020-01-07T23:00:00.0,26.76374667,0,0
2020-01-08T00:00:00.0,21.22371556,0,0
2020-01-08T01:00:00.0,16.32415667,0,0
2020-01-08T02:00:00.0,15.67894,0,0
2020-01-08T03:00:00.0,18.50041556,0,0
2020-01-08T04:00:00.0,16.68368444,0,0
2020-01-08T05:00:00.0,16.30778889,0,0
2020-01-08T06:00:00.0,20.55730222,0,0
2020-01-08T07:00:00.0,25.30034889,0,0
2020-01-08T08:00:00.0,22.82516444,0,0
2020-01-08T09:00:00.0,20.10653556,0,0
2020-01-08T10:00:00.0,18.52763333,0,0
2020-01-08T11:00:00.0,16.43207778,0,0
2020-01-08T12:00:00.0,17.09756222,0,0
2020-01-08T13:00:00.0,24.89887111,0,0
2020-01-08T14:00:00.0,21.93409778,0,0
2020-01-08T15:00:00.0,19.96983556,0,0
2020-01-08T16:00:00.0,18.78431111,0,3.52
2020-01-08T17:00:00.0,18.34976222,0,2.98
2020-01-08T18:00:00.0,40.02736889,0,1.32
2020-01-08T19:00:00.0,42.05716889,0,0
2020-01-08T20:00:00.0,27.73874222,0,0
2020-01-08T21:00:00.0,27.39037556,0,0
2020-01-08T22:00:00.0,22.83004667,0,0
2020-01-08T23:00:00.0,17.07492,0,0
2020-01-09T00:00:00.0,16.57806778,0,0
2020-01-09T01:00:00.0,20.56339556,0,0
2020-01-09T02:00:00.0,18.69583111,0,0
2020-01-09T03:00:00.0,18.90870667,0,0
2020-01-09T04:00:00.0,23.06311111,0,0
2020-01-09T05:00:00.0,17.04043,0,0
2020-01-09T06:00:00.0,14.64428222,0,1.99
2020-01-09T07:00:00.0,21.12170222,0,0.91
2020-01-09T08:00:00.0,17.98943444,0,0
2020-01-09T09:00:00.0,18.42958333,0,0
2020-01-09T10:00:00.0,21.56475556,0,0
2020-01-09T11:00:00.0,24.53293778,0,0
2020-01-09T12:00:00.0,17.91531667,0,5.26
2020-01-09T13:00:00.0,19.21147778,0.4937936,12.3
2020-01-09T14:00:00.0,21.72269333,0,2.62
2020-01-09T15:00:00.0,21.39736889,0,1.62
2020-01-09T16:00:00.0,24.69721556,0,8.55
2020-01-09T17:00:00.0,21.16123333,0,0.84
2020-01-09T18:00:00.0,18.67639111,0,0
2020-01-09T19:00:00.0,46.87174222,0,3.81
2020-01-09T20:00:00.0,43.01721333,0,1.47
2020-01-09T21:00:00.0,20.11108222,0,0
2020-01-09T22:00:00.0,22.06359333,0,0
2020-01-09T23:00:00.0,26.92006889,0,29.46
2020-01-10T00:00:00.0,16.91211,0,35.75
2020-01-10T01:00:00.0,18.42610778,0,91.88
2020-01-10T02:00:00.0,20.46433556,0,102.14
2020-01-10T03:00:00.0,21.10838444,0,50.64
2020-01-10T04:00:00.0,16.22759111,0,46.38
2020-01-10T05:00:00.0,18.67287778,0,88.1
2020-01-10T06:00:00.0,22.17253333,0,30.91
2020-01-10T07:00:00.0,23.56344222,0,19.1
2020-01-10T08:00:00.0,21.55978444,0.0361666,51.5
2020-01-10T09:00:00.0,21.05411333,1.38575,40.17
2020-01-10T10:00:00.0,22.6367,1.1765833,85.54
2020-01-10T11:00:00.0,22.58246667,1.2096667,127.86
2020-01-10T12:00:00.0,15.82742333,2.06925,118.98
2020-01-10T13:00:00.0,21.33885556,0.4050833,104.68
2020-01-10T14:00:00.0,23.15870444,0,112.93
2020-01-10T15:00:00.0,25.18353111,0,145.42
2020-01-10T16:00:00.0,22.62875333,0,144.51
2020-01-10T17:00:00.0,56.80411556,0,104.52
2020-01-10T18:00:00.0,26.31452667,0,64.94
2020-01-10T19:00:00.0,21.18178889,0,17.97
2020-01-10T20:00:00.0,18.42569667,0,17.11
2020-01-10T21:00:00.0,18.84518889,0,5.31
2020-01-10T22:00:00.0,17.84955222,0,42.47
2020-01-10T23:00:00.0,16.97922111,0,197.05
2020-01-11T00:00:00.0,17.86094,0,164.04
2020-01-11T01:00:00.0,22.34064889,0,130.86
2020-01-11T02:00:00.0,21.95398,0,89.43
2020-01-11T03:00:00.0,19.16036,0,67.13
2020-01-11T04:00:00.0,17.0543,0,120.34
2020-01-11T05:00:00.0,14.5346,0,180.87
2020-01-11T06:00:00.0,15.98012667,0,137.95
2020-01-11T07:00:00.0,23.78148,0,184.64
2020-01-11T08:00:00.0,20.25232444,0,144.83
2020-01-11T09:00:00.0,17.04385,0.0046667,64.82
2020-01-11T10:00:00.0,15.11714444,0.5548333,49.81
2020-01-11T11:00:00.0,15.50843556,3.9580834,50.14
2020-01-11T12:00:00.0,17.34344556,0.8745833,70.74
2020-01-11T13:00:00.0,23.34899556,0,57.06
2020-01-11T14:00:00.0,22.40787111,0,45.63
2020-01-11T15:00:00.0,19.21401778,0,62.49
2020-01-11T16:00:00.0,30.21215333,0,137.71
2020-01-11T17:00:00.0,52.20916,0,149.16
2020-01-11T18:00:00.0,20.60487333,0,169.84
2020-01-11T19:00:00.0,26.95023111,0,140.91
2020-01-11T20:00:00.0,20.32419111,0,139.46
2020-01-11T21:00:00.0,21.72691333,0,157.34
2020-01-11T22:00:00.0,18.66561556,0,80.46
2020-01-11T23:00:00.0,17.26389111,0,0
2020-01-12T00:00:00.0,15.44806,0,0
2020-01-12T01:00:00.0,17.91380556,0,0
2020-01-12T02:00:00.0,18.86671333,0,0
2020-01-12T03:00:00.0,17.69200444,0,0
2020-01-12T04:00:00.0,19.45691778,0,0
2020-01-12T05:00:00.0,17.20741,0,0
2020-01-12T06:00:00.0,15.74779222,0,0
2020-01-12T07:00:00.0,17.90667778,0,0
2020-01-12T08:00:00.0,22.09090444,0.003,0
2020-01-12T09:00:00.0,18.77275111,0.5185833,0
2020-01-12T10:00:00.0,24.00018889,1.6530833,0
2020-01-12T11:00:00.0,24.35243111,12.4723332,0
2020-01-12T12:00:00.0,23.60551778,11.0606667,0
2020-01-12T13:00:00.0,19.22832444,0.3203333,0
2020-01-12T14:00:00.0,20.12370444,0,0
2020-01-12T15:00:00.0,23.33840444,0,0
2020-01-12T16:00:00.0,38.44480444,0,0
2020-01-12T17:00:00.0,37.45062222,0,0
2020-01-12T18:00:00.0,23.96163778,0,0
2020-01-12T19:00:00.0,18.44712333,0,0
2020-01-12T20:00:00.0,15.99483889,0,0
2020-01-12T21:00:00.0,16.01407,0,0
2020-01-12T22:00:00.0,20.36706667,0,0
2020-01-12T23:00:00.0,19.48357333,0,36.57
2020-01-13T00:00:00.0,19.19205556,0,38.7
2020-01-13T01:00:00.0,18.58937222,0,28.69
2020-01-13T02:00:00.0,20.10488444,0,11.57
2020-01-13T03:00:00.0,19.82709111,0,9.43
2020-01-13T04:00:00.0,18.36142222,0,18.38
2020-01-13T05:00:00.0,19.17966667,0,20.56
2020-01-13T06:00:00.0,20.93638222,0,24.7
2020-01-13T07:00:00.0,17.30486444,0,17.36
2020-01-13T08:00:00.0,23.56214444,0,17.4
2020-01-13T09:00:00.0,23.35690222,0.2080833,22.7
2020-01-13T10:00:00.0,23.80484444,1.4148333,9.76
2020-01-13T11:00:00.0,19.53973111,2.9310833,2.76
2020-01-13T12:00:00.0,17.51490444,0.7814167,0
2020-01-13T13:00:00.0,24.06762444,0.1998334,2.75
2020-01-13T14:00:00.0,20.89496222,0,0
2020-01-13T15:00:00.0,24.42748889,0,0
2020-01-13T16:00:00.0,18.43860889,0,0
2020-01-13T17:00:00.0,19.58845333,0,0
2020-01-13T18:00:00.0,46.76880444,0,3.69
2020-01-13T19:00:00.0,35.30886,0,11.42
2020-01-13T20:00:00.0,26.34802222,0,26.9
2020-01-13T21:00:00.0,25.97783111,0,58.89
2020-01-13T22:00:00.0,19.84578444,0,103.03
2020-01-13T23:00:00.0,20.13413333,0,109.08
2020-01-14T00:00:00.0,19.49306,0,116.79
2020-01-14T01:00:00.0,18.85333778,0,131.15
2020-01-14T02:00:00.0,18.9885,0,130.36
2020-01-14T03:00:00.0,19.01296889,0,116.38
2020-01-14T04:00:00.0,15.96326778,0,70.17
2020-01-14T05:00:00.0,15.54008667,0,90.06
2020-01-14T06:00:00.0,14.96790222,0,84.87
2020-01-14T07:00:00.0,25.36645778,0,118.76
2020-01-14T08:00:00.0,22.02471556,0,126.38
2020-01-14T09:00:00.0,21.36712,0.4635,123.43
2020-01-14T10:00:00.0,17.54461,1.6463333,72.87
2020-01-14T11:00:00.0,14.48454444,6.3693333,50.68
2020-01-14T12:00:00.0,16.25927222,14.505583,60.61
2020-01-14T13:00:00.0,18.67972667,4.18625,73.57
2020-01-14T14:00:00.0,17.48722889,0.245,26.09
2020-01-14T15:00:00.0,20.27931778,0,9.64
2020-01-14T16:00:00.0,17.41677778,0,3.83
2020-01-14T17:00:00.0,15.78733222,0,11.65
2020-01-14T18:00:00.0,39.73756,0,20.58
2020-01-14T19:00:00.0,47.35404889,0,25.36
2020-01-14T20:00:00.0,18.90977778,0,57.15
2020-01-14T21:00:00.0,18.82094222,0,70.77
2020-01-14T22:00:00.0,18.26221778,0,69.56
2020-01-14T23:00:00.0,15.79880889,0,81.8
2020-01-15T00:00:00.0,13.87847,0,86.57
2020-01-15T01:00:00.0,20.06106667,0,51.61
2020-01-15T02:00:00.0,19.74341333,0,45.58
2020-01-15T03:00:00.0,17.55585222,0,79.51
2020-01-15T04:00:00.0,15.20765444,0,41.95
2020-01-15T05:00:00.0,13.85945667,0,10.86
2020-01-15T06:00:00.0,16.90410111,0,6.09
2020-01-15T07:00:00.0,24.23555556,0,0
2020-01-15T08:00:00.0,21.72124444,0.0287143,10.78
2020-01-15T09:00:00.0,22.72592889,1.9974167,23.15
2020-01-15T10:00:00.0,21.24489556,11.1432499,14.58
2020-01-15T11:00:00.0,16.36181556,17.018,18.42
2020-01-15T12:00:00.0,17.61472556,21.223667,3.65
2020-01-15T13:00:00.0,21.82415778,10.621,0.86
2020-01-15T14:00:00.0,18.42655556,0.1565834,0
2020-01-15T15:00:00.0,21.36623111,0,0
2020-01-15T16:00:00.0,20.7331,0,10.17
2020-01-15T17:00:00.0,18.58379556,0,15.43
2020-01-15T18:00:00.0,44.11178667,0,21.82
2020-01-15T19:00:00.0,49.38724,0,11.96
2020-01-15T20:00:00.0,23.94221111,0,10.77
2020-01-15T21:00:00.0,23.65445333,0,26.15
2020-01-15T22:00:00.0,25.33907333,0,74
2020-01-15T23:00:00.0,25.40769333,0,80.03
2020-01-16T00:00:00.0,14.44912222,0,53.12
2020-01-16T01:00:00.0,16.78936667,0,10.8
2020-01-16T02:00:00.0,16.86804667,0,18.65
2020-01-16T03:00:00.0,18.54278889,0,20.3
2020-01-16T04:00:00.0,16.38745222,0,41.31
2020-01-16T05:00:00.0,18.22323778,0,29.08
2020-01-16T06:00:00.0,19.71012667,0,19.98
2020-01-16T07:00:00.0,25.94398,0,11.72
2020-01-16T08:00:00.0,21.91056667,0.2207,14.32
2020-01-16T09:00:00.0,22.15852222,2.2798334,28.51
2020-01-16T10:00:00.0,16.55078667,2.2611667,16.73
2020-01-16T11:00:00.0,13.08505556,1.4646667,22
2020-01-16T12:00:00.0,12.55390444,0.207,24.93
2020-01-16T13:00:00.0,16.76058,0.16925,33.35
2020-01-16T14:00:00.0,24.41496444,0,33.66
2020-01-16T15:00:00.0,19.83163111,0,25.02
2020-01-16T16:00:00.0,19.51691333,0,18.14
2020-01-16T17:00:00.0,14.87283556,0,20.37
2020-01-16T18:00:00.0,24.14533333,0,16.5
2020-01-16T19:00:00.0,48.87643111,0,15.9
2020-01-16T20:00:00.0,20.10222667,0,19.59
2020-01-16T21:00:00.0,17.94898222,0,9.04
2020-01-16T22:00:00.0,15.92200111,0,6.27
2020-01-16T23:00:00.0,13.13383333,0,0
2020-01-17T00:00:00.0,14.51097667,0,0
2020-01-17T01:00:00.0,16.86535889,0,0
2020-01-17T02:00:00.0,18.56561778,0,0
2020-01-17T03:00:00.0,20.37955556,0,7.16
2020-01-17T04:00:00.0,15.16695889,0,37.7
2020-01-17T05:00:00.0,13.25452444,0,32.14
2020-01-17T06:00:00.0,14.11450556,0,29.54
2020-01-17T07:00:00.0,24.44796444,0,33.9
2020-01-17T08:00:00.0,22.22473333,0,25.95
2020-01-17T09:00:00.0,21.59862,0.0378333,9.35
2020-01-17T10:00:00.0,16.89776444,0.7155833,2.02
2020-01-17T11:00:00.0,14.58798556,1.71625,0
2020-01-17T12:00:00.0,20.64403111,1.4958333,0
2020-01-17T13:00:00.0,26.05689556,0.5065,0
2020-01-17T14:00:00.0,20.49789556,0,0
2020-01-17T15:00:00.0,20.52721556,0,0
2020-01-17T16:00:00.0,17.30464556,0,0
2020-01-17T17:00:00.0,22.82982,0,0
2020-01-17T18:00:00.0,52.27358222,0,0
2020-01-17T19:00:00.0,25.50466222,0,0
2020-01-17T20:00:00.0,23.22374889,0,0
2020-01-17T21:00:00.0,24.62544889,0,0
2020-01-17T22:00:00.0,21.55926889,0,0
2020-01-17T23:00:00.0,17.26268,0,0
2020-01-18T00:00:00.0,15.43144444,0,0
2020-01-18T01:00:00.0,17.86042222,0,0
2020-01-18T02:00:00.0,19.78380889,0,0
2020-01-18T03:00:00.0,17.20859,0,0
2020-01-18T04:00:00.0,17.72454444,0,0
2020-01-18T05:00:00.0,16.47119,0,0
2020-01-18T06:00:00.0,18.63234444,0,0
2020-01-18T07:00:00.0,23.09798222,0,0
2020-01-18T08:00:00.0,19.68713778,0,0
2020-01-18T09:00:00.0,23.53002667,1.0931667,0
2020-01-18T10:00:00.0,26.56807778,5.1391666,0
2020-01-18T11:00:00.0,21.58027333,5.6714166,0
2020-01-18T12:00:00.0,17.02681556,4.1075002,0
2020-01-18T13:00:00.0,20.63841333,0.71175,0
2020-01-18T14:00:00.0,20.34275778,0.1626667,0
2020-01-18T15:00:00.0,19.88728,0,0
2020-01-18T16:00:00.0,17.03525556,0,0
2020-01-18T17:00:00.0,25.52049111,0,0
2020-01-18T18:00:00.0,62.97776889,0,0
2020-01-18T19:00:00.0,44.80468,0,0
2020-01-18T20:00:00.0,23.73107556,0,0
2020-01-18T21:00:00.0,25.74615111,0,0
2020-01-18T22:00:00.0,24.2078,0,0
2020-01-18T23:00:00.0,23.48341778,0,0
2020-01-19T00:00:00.0,20.07829556,0,81.74
2020-01-19T01:00:00.0,19.68553556,0,106.05
2020-01-19T02:00:00.0,16.95495556,0,111.18
2020-01-19T03:00:00.0,17.71982778,0,105.32
2020-01-19T04:00:00.0,16.92114,0,102.93
2020-01-19T05:00:00.0,17.19472889,0,122.47
2020-01-19T06:00:00.0,18.48193778,0,136.01
2020-01-19T07:00:00.0,25.20756667,0,115.43
2020-01-19T08:00:00.0,24.82168,0,93.56
2020-01-19T09:00:00.0,24.28876,0.31875,89.33
2020-01-19T10:00:00.0,27.13271556,1.91425,70.94
2020-01-19T11:00:00.0,21.61429333,2.6258334,57.91
2020-01-19T12:00:00.0,20.53411778,1.4774167,37.64
2020-01-19T13:00:00.0,23.16719111,0.8019167,33.91
2020-01-19T14:00:00.0,24.95618667,0,37.81
2020-01-19T15:00:00.0,25.35632889,0,10.33
2020-01-19T16:00:00.0,21.31194222,0,19.85
2020-01-19T17:00:00.0,31.97424222,0,29.23
2020-01-19T18:00:00.0,51.26171111,0,28.38
2020-01-19T19:00:00.0,26.25926,0,37.3
2020-01-19T20:00:00.0,24.53419111,0,34.08
2020-01-19T21:00:00.0,22.23118,0,18.27
2020-01-19T22:00:00.0,22.95625333,0,20.73
2020-01-19T23:00:00.0,19.82177111,0,30.78
2020-01-20T00:00:00.0,13.76261778,0,21.29
2020-01-20T01:00:00.0,16.32114667,0,20.46
2020-01-20T02:00:00.0,16.75452222,0,36.48
2020-01-20T03:00:00.0,17.41004333,0,40.5
2020-01-20T04:00:00.0,14.74180111,0,28.92
2020-01-20T05:00:00.0,15.62157556,0,18.43
2020-01-20T06:00:00.0,16.80057,0,16.33
2020-01-20T07:00:00.0,21.84995111,0,20.43
2020-01-20T08:00:00.0,23.31562444,0,22.28
2020-01-20T09:00:00.0,21.73848667,0,29.7
2020-01-20T10:00:00.0,17.69893,0.2424166,31.99
2020-01-20T11:00:00.0,15.903,0.5603334,36.57
2020-01-20T12:00:00.0,13.75576889,0.4161666,39.84
2020-01-20T13:00:00.0,15.96375556,0.245,32.95
2020-01-20T14:00:00.0,23.41212,0,0
2020-01-20T15:00:00.0,23.03917333,0,0
2020-01-20T16:00:00.0,13.87258667,0,0
2020-01-20T17:00:00.0,13.34490111,0,0
2020-01-20T18:00:00.0,40.59670667,0,0
2020-01-20T19:00:00.0,47.13812444,0,0
2020-01-20T20:00:00.0,23.95607556,0,0
2020-01-20T21:00:00.0,27.60360667,0,0
2020-01-20T22:00:00.0,22.74162444,0,3.09
2020-01-20T23:00:00.0,15.89838667,0,131.77
2020-01-21T00:00:00.0,12.86287667,0,40.41
2020-01-21T01:00:00.0,16.50442556,0,45.06
2020-01-21T02:00:00.0,15.44585,0,38
2020-01-21T03:00:00.0,16.06244667,0,38.96
2020-01-21T04:00:00.0,16.08512111,0,54.49
2020-01-21T05:00:00.0,13.61929111,0,69.31
2020-01-21T06:00:00.0,15.02591222,0,95.92
2020-01-21T07:00:00.0,26.73927111,0,123.67
2020-01-21T08:00:00.0,19.81039778,0,96.12
2020-01-21T09:00:00.0,22.32888,0.88175,126.34
2020-01-21T10:00:00.0,20.44542667,1.46,105.45
2020-01-21T11:00:00.0,16.21805556,1.2256666,128.32
2020-01-21T12:00:00.0,16.84564,0.1996667,132
2020-01-21T13:00:00.0,22.42846889,0.0238333,136.21
2020-01-21T14:00:00.0,22.98897333,0,117.16
2020-01-21T15:00:00.0,24.21383778,0,64.4
2020-01-21T16:00:00.0,21.35006444,0,64.53
2020-01-21T17:00:00.0,20.51637111,0,108.02
2020-01-21T18:00:00.0,31.15802889,0,123.85
2020-01-21T19:00:00.0,61.89682222,0,115.46
2020-01-21T20:00:00.0,27.99928667,0,139.06
2020-01-21T21:00:00.0,23.53918,0,144.88
2020-01-21T22:00:00.0,25.06343778,0,128.94
2020-01-21T23:00:00.0,23.77798222,0,141.64
2020-01-22T00:00:00.0,18.91201333,0,129.08
2020-01-22T01:00:00.0,18.30772333,0,139.45
2020-01-22T02:00:00.0,22.46308889,0,147.82
2020-01-22T03:00:00.0,20.1688,0,143.12
2020-01-22T04:00:00.0,17.99288,0,142.82
2020-01-22T05:00:00.0,15.83392778,0,148.2
2020-01-22T06:00:00.0,18.00328778,0,136.71
2020-01-22T07:00:00.0,23.01724444,0,89.99
2020-01-22T08:00:00.0,24.52207333,0,27.63
2020-01-22T09:00:00.0,21.33008,0.10625,20.19
2020-01-22T10:00:00.0,18.73638444,1.4260833,19.5
2020-01-22T11:00:00.0,16.49259111,10.9735,29.85
2020-01-22T12:00:00.0,17.4567,20.6453335,29.5
2020-01-22T13:00:00.0,22.59950444,1.7839166,30.74
2020-01-22T14:00:00.0,26.31684889,0.0326667,36.34
2020-01-22T15:00:00.0,24.23188667,0,24.16
2020-01-22T16:00:00.0,24.33024222,0,5.12
2020-01-22T17:00:00.0,19.76397556,0,2.9
2020-01-22T18:00:00.0,34.78618222,0,14.97
2020-01-22T19:00:00.0,46.68410222,0,11.45
2020-01-22T20:00:00.0,20.54823778,0,16.23
2020-01-22T21:00:00.0,18.57663333,0,16.06
2020-01-22T22:00:00.0,18.98239333,0,38.75
2020-01-22T23:00:00.0,16.35200222,0,67
2020-01-23T00:00:00.0,19.26191778,0,47.68
2020-01-23T01:00:00.0,19.88910667,0,33.75
2020-01-23T02:00:00.0,19.46703556,0,18.61
2020-01-23T03:00:00.0,18.62569778,0,23.93
2020-01-23T04:00:00.0,17.62560778,0,16.25
2020-01-23T05:00:00.0,18.37740111,0,24.23
2020-01-23T06:00:00.0,19.57719333,0,22.12
